"Date","Price","Open","High","Low","Vol.","Change %"
"04/26/2018","51.27","51.07","51.20","51.02","0.54K","-0.06%"
"04/25/2018","51.30","51.23","51.30","51.00","0.16K","0.14%"
"04/24/2018","51.23","51.60","51.63","51.25","0.16K","-0.76%"
"04/23/2018","51.62","51.50","51.66","51.50","0.20K","0.64%"
"04/20/2018","51.29","51.29","51.29","51.29","0.12K","-0.02%"
"04/19/2018","51.30","51.03","51.11","51.03","0.06K","0.65%"
"04/18/2018","50.97","50.89","50.89","50.70","0.15K","0.08%"
"04/17/2018","50.93","50.71","50.71","50.71","0.08K","0.14%"
"04/16/2018","50.86","50.65","50.81","50.65","0.09K","-0.06%"
"04/13/2018","50.89","50.75","50.90","50.75","0.08K","-0.14%"
"04/12/2018","50.96","50.99","50.99","50.82","0.05K","-0.64%"
"04/11/2018","51.29","50.84","51.41","50.74","0.14K","0.59%"
"04/10/2018","50.99","50.85","50.85","50.75","0.24K","0.63%"
"04/09/2018","50.67","50.54","50.54","50.54","0.09K","0.30%"
"04/06/2018","50.52","50.57","50.60","50.57","0.16K","-1.42%"
"04/05/2018","51.25","50.92","50.92","50.92","0.15K","0.29%"
"04/04/2018","51.10","50.51","50.63","50.50","0.14K","0.02%"
"04/03/2018","51.09","50.95","51.10","50.95","0.23K","0.81%"
"04/02/2018","50.68","51.61","51.61","50.61","0.11K","-1.82%"
"03/29/2018","51.62","51.51","51.70","51.44","0.08K","-0.42%"
"03/28/2018","51.84","51.73","51.73","51.41","0.31K","-0.06%"
"03/27/2018","51.87","51.72","52.00","51.72","0.12K","0.00%"
"03/26/2018","51.87","51.78","51.88","51.77","0.03K","-0.21%"
"03/23/2018","51.98","51.45","51.77","51.42","0.20K","0.80%"
"03/22/2018","51.57","51.81","51.85","51.32","0.12K","-0.58%"
"03/21/2018","51.87","51.08","51.31","51.08","0.33K","1.39%"
"03/20/2018","51.16","51.01","51.01","51.01","0.02K","0.31%"
"03/19/2018","51.00","51.41","51.41","51.08","0.05K","-0.80%"
"03/16/2018","51.41","51.40","51.40","51.40","0.14K","-0.04%"
"03/15/2018","51.43","52.00","52.00","51.40","0.01K","-0.41%"
"03/14/2018","51.64","51.47","51.47","51.47","0.02K","0.27%"
"03/13/2018","51.50","51.50","51.50","51.48","0.02K","-0.21%"
"03/12/2018","51.61","51.61","51.61","51.61","0.00K","-0.19%"
"03/09/2018","51.71","51.50","51.99","51.50","0.02K","1.91%"
"03/08/2018","50.74","50.50","50.73","50.45","0.05K","0.02%"
"03/07/2018","50.73","50.73","50.73","50.73","0.01K","-1.17%"
"03/06/2018","51.33","51.33","51.33","51.33","0.78K","0.14%"
"03/05/2018","51.26","51.26","51.26","51.26","1.17K","1.44%"
"03/02/2018","50.53","50.01","50.01","50.00","0.27K","0.06%"
"03/01/2018","50.50","50.10","50.10","50.10","0.06K","-0.61%"
"02/28/2018","50.81","52.05","52.05","50.80","0.01K","-2.94%"
"02/27/2018","52.35","52.80","52.80","52.80","0.01K","-0.68%"
"02/26/2018","52.71","52.00","52.41","52.00","0.01K","1.17%"
"02/23/2018","52.10","52.01","52.01","52.01","0.23K","1.54%"
"02/22/2018","51.31","51.51","51.51","51.01","0.01K","0.27%"
"02/21/2018","51.17","51.17","51.17","51.17","0.01K","0.08%"
"02/20/2018","51.13","51.23","51.25","51.11","0.08K","-18.03%"
"02/19/2018","62.38","61.71","62.49","61.67","","1.07%"
"02/18/2018","61.72","61.51","61.74","61.51","","21.93%"
"02/16/2018","50.62","50.38","50.38","50.38","0.31K","0.58%"
"02/15/2018","50.33","50.05","50.05","50.05","0.03K","-0.08%"
"02/14/2018","50.37","50.37","50.37","50.37","0.05K","-0.02%"
"02/13/2018","50.38","50.38","50.38","50.38","0.14K","1.39%"
"02/12/2018","49.69","49.69","49.69","49.69","0.01K","0.42%"
"02/09/2018","49.48","49.77","49.77","49.19","0.20K","-0.92%"
"02/08/2018","49.94","50.00","50.00","49.69","0.17K","0.30%"
"02/07/2018","49.79","50.58","50.58","49.89","1.31K","-1.60%"
"02/06/2018","50.60","50.59","50.59","50.44","0.05K","-0.49%"
"02/05/2018","50.85","50.69","50.70","50.64","0.83K","-0.64%"
"02/02/2018","51.18","51.31","51.31","50.75","0.16K","-1.84%"
"02/01/2018","52.14","52.14","52.14","52.14","0.13K","0.02%"
"01/31/2018","52.13","52.30","52.30","52.15","0.01K","-0.36%"
"01/30/2018","52.32","52.13","52.13","52.13","0.21K","-1.17%"
"01/29/2018","52.94","52.69","52.69","52.69","0.04K","-0.82%"
"01/26/2018","53.38","53.38","53.38","53.38","0.13K","-0.09%"
"01/25/2018","53.43","53.20","53.20","53.20","0.21K","0.34%"
"01/24/2018","53.25","53.72","53.72","53.01","0.06K","-1.11%"
"01/23/2018","53.85","53.70","53.70","53.70","0.03K","0.49%"
"01/22/2018","53.59","53.59","53.59","53.59","0.01K","0.21%"
"01/19/2018","53.48","52.57","53.55","52.57","0.10K","0.58%"
"01/18/2018","53.17","52.99","52.99","52.99","0.01K","0.53%"
"01/17/2018","52.89","52.89","52.89","52.89","369.42K","0.69%"
"01/16/2018","52.53","52.93","52.93","52.93","0.29K","-18.85%"
"01/15/2018","64.73","64.28","64.89","64.11","","0.70%"
"01/14/2018","64.28","64.42","64.44","64.19","","22.39%"
"01/12/2018","52.52","52.17","52.39","52.17","0.02K","0.15%"
"01/11/2018","52.44","52.01","52.01","52.01","0.00K","0.04%"
"01/10/2018","52.42","52.50","52.61","52.50","0.01K","-0.47%"
"01/09/2018","52.67","52.65","52.75","52.65","0.03K","0.84%"
"01/08/2018","52.23","52.23","52.23","52.23","296.58K","0.77%"
"01/05/2018","51.83","51.80","51.80","51.75","0.00K","0.74%"
"01/04/2018","51.45","51.30","51.35","51.30","0.03K","-0.14%"
"01/03/2018","51.52","51.75","51.77","51.75","0.01K","0.06%"
"01/02/2018","51.49","51.95","51.95","51.95","0.11K","-14.53%"
"01/01/2018","60.24","60.26","60.28","60.15","","16.77%"
"12/29/2017","51.59","51.59","51.59","51.59","0.63K","-0.52%"
"12/28/2017","51.86","51.70","51.70","51.70","0.00K","0.25%"
"12/27/2017","51.73","51.73","51.73","51.73","0.01K","0.64%"
"12/26/2017","51.40","51.40","51.40","51.40","0.01K","-12.27%"
"12/25/2017","58.59","58.41","58.62","58.38","","14.84%"
"12/22/2017","51.02","50.95","50.95","50.95","0.01K","0.71%"
"12/21/2017","50.66","50.66","50.66","50.66","99.55K","0.22%"
"12/20/2017","50.55","50.55","50.55","50.55","0.00K","-0.26%"
"12/19/2017","50.68","50.27","50.27","50.27","0.15K","0.92%"
"12/18/2017","50.22","50.25","50.25","50.25","0.02K","1.25%"
"12/15/2017","49.60","49.71","49.71","49.01","0.65K","-0.38%"
"12/14/2017","49.79","49.79","49.79","49.79","0.11K","0.22%"
"12/13/2017","49.68","49.97","49.97","49.76","0.11K","-2.05%"
"12/12/2017","50.72","50.80","50.80","50.80","0.26K","-0.70%"
"12/11/2017","51.08","51.08","51.08","51.08","0.01K","0.16%"
"12/08/2017","51.00","51.00","51.00","51.00","0.02K","0.02%"
"12/07/2017","50.99","50.99","50.99","50.99","0.01K","0.95%"
"12/06/2017","50.51","50.31","50.31","50.31","0.01K","-0.45%"
"12/05/2017","50.74","50.74","50.74","50.74","0.41K","0.28%"
"12/04/2017","50.60","50.44","50.44","50.44","0.00K","0.14%"
"12/01/2017","50.53","51.05","51.05","51.05","0.02K","-0.20%"
"11/30/2017","50.63","50.63","50.63","50.63","0.01K","0.06%"
"11/29/2017","50.60","50.70","50.70","50.70","0.94K","0.44%"
"11/28/2017","50.38","50.38","50.38","50.38","0.22K","0.42%"
"11/27/2017","50.17","50.17","50.17","50.17","0.32K","1.11%"
"11/24/2017","49.62","49.62","49.62","49.62","0.14K","-15.01%"
"11/23/2017","58.38","57.97","58.58","57.76","","18.27%"
"11/22/2017","49.36","49.26","49.35","49.26","0.09K","0.10%"
"11/21/2017","49.31","49.58","49.58","49.25","0.04K","-0.56%"
"11/20/2017","49.59","50.00","50.00","49.69","0.01K","-0.74%"
"11/17/2017","49.96","49.96","49.96","49.96","0.57K","-0.34%"
"11/16/2017","50.13","50.13","50.13","50.13","0.03K","-1.28%"
"11/15/2017","50.78","50.78","50.78","50.78","0.06K","-0.39%"
"11/14/2017","50.98","51.70","51.70","51.70","0.09K","-1.64%"
"11/13/2017","51.83","51.80","51.80","51.80","0.06K","0.95%"
"11/10/2017","51.34","51.34","51.34","51.34","0.01K","0.92%"
"11/09/2017","50.87","50.87","50.87","50.87","0.15K","0.12%"
"11/08/2017","50.81","50.81","50.81","50.81","0.28K","1.44%"
"11/07/2017","50.09","50.09","50.09","50.09","0.00K","0.78%"
"11/06/2017","49.70","49.50","49.50","49.40","0.03K","-0.52%"
"11/03/2017","49.96","49.61","50.00","49.61","0.03K","0.18%"
"11/02/2017","49.87","49.87","49.87","49.87","0.02K","-0.32%"
"11/01/2017","50.03","50.50","50.50","50.50","0.01K","-0.79%"
"10/31/2017","50.43","50.43","50.43","50.43","0.01K","-0.34%"
"10/30/2017","50.60","50.72","50.72","50.63","0.04K","-0.02%"
"10/27/2017","50.61","50.30","50.30","50.30","0.09K","0.66%"
"10/26/2017","50.28","50.28","50.28","50.28","0.02K","-0.10%"
"10/25/2017","50.33","50.57","50.57","50.57","0.02K","0.10%"
"10/24/2017","50.28","50.28","50.28","50.28","0.02K","0.66%"
"10/23/2017","49.95","49.95","49.95","49.95","0.00K","-0.48%"
"10/20/2017","50.19","50.19","50.19","50.19","674.14K","0.44%"
"10/19/2017","49.97","49.97","49.97","49.97","690.48K","-0.18%"
"10/18/2017","50.06","50.06","50.06","50.06","0.00K","0.46%"
"10/17/2017","49.83","49.95","49.95","49.75","0.03K","-0.64%"
"10/16/2017","50.15","50.40","50.40","49.90","0.03K","-0.46%"
"10/13/2017","50.38","50.09","50.09","50.09","0.01K","0.16%"
"10/12/2017","50.30","50.11","50.11","50.11","0.00K","-0.71%"
"10/11/2017","50.66","50.66","50.66","50.66","0.02K","0.46%"
"10/10/2017","50.43","50.75","50.75","50.50","0.03K","-0.06%"
"10/09/2017","50.46","50.46","50.46","50.46","192.69K","0.40%"
"10/06/2017","50.26","50.26","50.26","50.26","294.24K","-1.74%"
"10/05/2017","51.15","51.10","51.10","51.10","0.01K","0.73%"
"10/04/2017","50.78","50.70","50.90","50.70","0.03K","0.38%"
"10/03/2017","50.59","50.59","50.59","50.59","0.00K","0.12%"
"10/02/2017","50.53","50.74","50.74","50.71","0.01K","-1.10%"
"09/29/2017","51.09","51.20","51.20","51.15","0.01K","0.67%"
"09/28/2017","50.75","51.11","51.11","50.99","0.01K","-0.84%"
"09/27/2017","51.18","51.21","51.21","51.21","0.00K","-0.39%"
"09/26/2017","51.38","51.11","51.11","51.11","0.05K","-0.06%"
"09/25/2017","51.41","51.41","51.41","51.41","0.09K","-0.50%"
"09/22/2017","51.67","51.67","51.67","51.67","0.02K","0.08%"
"09/21/2017","51.63","51.63","51.63","51.63","0.19K","-0.31%"
"09/20/2017","51.79","52.23","52.23","51.51","0.17K","0.04%"
"09/19/2017","51.77","51.77","51.77","51.77","0.04K","-0.61%"
"09/18/2017","52.09","52.09","52.09","52.09","551.17K","-0.95%"
"09/15/2017","52.59","52.59","52.59","52.59","396.71K","0.44%"
"09/14/2017","52.36","52.50","52.50","52.50","0.02K","0.21%"
"09/13/2017","52.25","52.25","52.25","52.25","0.01K","-0.27%"
"09/12/2017","52.39","52.39","52.39","52.39","0.01K","-0.36%"
"09/11/2017","52.58","52.58","52.58","52.58","0.00K","-0.02%"
"09/08/2017","52.59","52.59","52.59","52.59","0.01K","-1.72%"
"09/07/2017","53.51","53.51","53.51","53.51","0.03K","-0.06%"
"09/06/2017","53.54","53.54","53.54","53.54","0.01K","-0.09%"
"09/05/2017","53.59","53.59","53.59","53.59","0.27K","13.04%"
"09/04/2017","47.41","47.31","47.66","47.16","","0.19%"
"09/03/2017","47.32","47.31","47.42","47.30","","-11.62%"
"09/01/2017","53.54","53.54","53.54","53.54","0.03K","0.11%"
"08/31/2017","53.48","53.48","53.48","53.48","0.07K","2.81%"
"08/30/2017","52.02","52.02","52.02","52.02","0.01K","-0.74%"
"08/29/2017","52.41","52.40","52.40","52.40","0.00K","1.10%"
"08/28/2017","51.84","52.90","52.90","52.90","0.04K","-0.94%"
"08/25/2017","52.33","52.33","52.33","52.33","0.02K","0.11%"
"08/24/2017","52.27","52.27","52.27","52.27","0.02K","-0.51%"
"08/23/2017","52.54","52.54","52.54","52.54","0.01K","0.57%"
"08/22/2017","52.24","52.24","52.24","52.24","0.01K","1.18%"
"08/21/2017","51.63","51.63","51.63","51.63","885.02K","-2.01%"
"08/18/2017","52.69","52.69","52.69","52.69","733.13K","2.31%"
"08/17/2017","51.50","51.50","51.50","51.50","437.63K","0.33%"
"08/16/2017","51.33","51.33","51.33","51.33","0.03K","0.02%"
"08/15/2017","51.32","51.32","51.32","51.32","0.00K","0.20%"
"08/14/2017","51.22","51.22","51.22","51.22","0.02K","-0.62%"
"08/11/2017","51.54","51.54","51.54","51.54","0.03K","-0.31%"
"08/10/2017","51.70","51.70","51.70","51.70","332.64K","-2.10%"
"08/09/2017","52.81","52.81","52.81","52.81","0.02K","-0.30%"
"08/08/2017","52.97","53.67","53.67","53.07","0.04K","-0.77%"
"08/07/2017","53.38","53.38","53.38","53.38","0.00K","-0.35%"
"08/04/2017","53.57","53.57","53.57","53.57","0.00K","0.68%"
"08/03/2017","53.21","53.21","53.21","53.21","156.68K","-0.76%"
"08/02/2017","53.62","53.62","53.62","53.62","0.01K","0.34%"
"08/01/2017","53.44","54.35","54.35","53.45","0.02K","-1.18%"
"07/31/2017","54.08","54.06","54.06","54.04","0.03K","0.75%"
"07/28/2017","53.68","53.68","53.68","53.68","0.00K","0.06%"
"07/27/2017","53.65","53.65","53.65","53.65","0.01K","-0.70%"
"07/26/2017","54.03","54.03","54.03","54.03","0.01K","-0.15%"
"07/25/2017","54.11","54.11","54.11","54.11","222.88K","1.16%"
"07/24/2017","53.49","53.49","53.49","53.49","92.77K","0.94%"
"07/21/2017","52.99","52.99","52.99","52.99","68.28K","-1.41%"
"07/20/2017","53.75","53.75","53.75","53.75","720.62K","-0.81%"
"07/19/2017","54.19","54.19","54.19","54.19","846.62K","0.04%"
"07/18/2017","54.17","54.17","54.17","54.17","0.00K","-0.55%"
"07/17/2017","54.47","54.47","54.47","54.47","397.39K","-0.48%"
"07/14/2017","54.73","54.44","54.44","54.44","0.00K","0.72%"
"07/13/2017","54.34","54.34","54.34","54.34","0.00K","0.65%"
"07/12/2017","53.99","54.59","54.59","54.59","0.00K","-0.33%"
"07/11/2017","54.17","53.41","53.41","53.41","0.00K","1.42%"
"07/10/2017","53.41","53.41","53.41","53.41","0.02K","1.69%"
"07/07/2017","52.52","52.52","52.52","52.52","0.01K","-1.50%"
"07/06/2017","53.32","53.32","53.32","53.32","198.12K","0.00%"
"07/05/2017","53.32","53.32","53.32","53.32","195.83K","13.13%"
"07/04/2017","47.13","47.06","47.31","46.74","","-13.67%"
"07/03/2017","54.59","54.59","54.59","54.59","97.26K","1.73%"
"06/30/2017","53.66","53.66","53.66","53.66","154.94K","1.74%"
"06/29/2017","52.74","52.74","52.74","52.74","150.42K","0.65%"
"06/28/2017","52.40","52.40","52.40","52.40","0.00K","0.13%"
"06/27/2017","52.33","52.00","52.00","52.00","0.00K","0.95%"
"06/26/2017","51.84","51.84","51.84","51.84","0.00K","0.00%"
"06/23/2017","51.84","51.84","51.84","51.84","0.01K","-0.44%"
"06/22/2017","52.07","52.10","52.10","52.10","0.00K","-0.04%"
"06/21/2017","52.09","52.65","52.66","52.34","0.02K","-0.25%"
"06/20/2017","52.22","52.22","52.22","52.22","0.00K","0.10%"
"06/19/2017","52.17","51.90","51.90","51.90","0.01K","-0.50%"
"06/16/2017","52.43","52.45","52.45","52.45","0.00K","0.10%"
"06/15/2017","52.38","52.75","52.77","52.28","0.07K","1.43%"
"06/14/2017","51.64","51.64","51.64","51.64","0.00K","-0.96%"
"06/13/2017","52.14","52.14","52.14","52.14","336.77K","0.37%"
"06/12/2017","51.95","51.95","51.95","51.95","190.69K","0.31%"
"06/09/2017","51.79","51.79","51.79","51.79","220.06K","0.23%"
"06/08/2017","51.67","51.67","51.67","51.67","0.00K","1.55%"
"06/07/2017","50.88","51.57","51.57","50.74","0.01K","-1.28%"
"06/06/2017","51.54","51.54","51.54","51.54","217.18K","-0.10%"
"06/05/2017","51.59","51.59","51.59","51.59","162.93K","0.02%"
"06/02/2017","51.58","51.22","51.72","51.22","0.03K","-0.37%"
"06/01/2017","51.77","52.26","52.26","51.42","0.02K","0.02%"
"05/31/2017","51.76","51.88","51.88","51.88","0.00K","-1.93%"
"05/30/2017","52.78","52.78","52.78","52.78","0.00K","5.62%"
"05/29/2017","49.97","49.95","50.29","49.52","","0.06%"
"05/28/2017","49.94","49.93","50.04","49.85","","-5.22%"
"05/26/2017","52.69","52.69","52.69","52.69","0.00K","1.17%"
"05/25/2017","52.08","52.48","52.48","51.85","0.06K","-2.11%"
"05/24/2017","53.20","53.20","53.20","53.20","0.00K","-1.10%"
"05/23/2017","53.79","53.84","53.98","53.82","0.03K","-0.02%"
"05/22/2017","53.80","54.00","54.00","53.53","0.01K","0.13%"
"05/19/2017","53.73","54.00","54.00","54.00","0.00K","1.15%"
"05/18/2017","53.12","52.51","52.51","52.51","0.00K","0.34%"
"05/17/2017","52.94","52.94","52.94","52.94","0.00K","0.11%"
"05/16/2017","52.88","52.88","52.88","52.88","0.00K","0.36%"
"05/15/2017","52.69","53.01","53.01","52.51","0.01K","-0.09%"
"05/12/2017","52.74","52.51","52.51","52.51","0.00K","-0.83%"
"05/11/2017","53.18","53.50","53.50","53.50","0.00K","0.30%"
"05/10/2017","53.02","52.31","52.70","52.31","0.02K","0.97%"
"05/09/2017","52.51","52.51","52.51","52.51","0.00K","-0.74%"
"05/08/2017","52.90","52.60","52.60","52.17","0.00K","0.44%"
"05/05/2017","52.67","52.67","52.67","52.67","0.00K","2.73%"
"05/04/2017","51.27","51.27","51.27","51.27","0.01K","-1.67%"
"05/03/2017","52.14","52.14","52.14","52.14","0.01K","0.81%"
"05/02/2017","51.72","52.25","52.25","52.25","0.01K","-1.35%"
"05/01/2017","52.43","52.43","52.43","52.43","0.00K","-0.72%"
"04/28/2017","52.81","52.81","52.81","52.81","175.35K","0.40%"
"04/27/2017","52.60","52.60","52.60","52.60","0.02K","-1.35%"
"04/26/2017","53.32","53.32","53.32","53.32","111.61K","-0.04%"
"04/25/2017","53.34","53.34","53.34","53.34","0.01K","-0.28%"
"04/24/2017","53.49","53.49","53.49","53.49","91.23K","-0.76%"
"04/21/2017","53.90","53.90","53.90","53.90","113.88K","-0.11%"
"04/20/2017","53.96","53.96","53.96","53.96","0.00K","-0.41%"
"04/19/2017","54.18","54.18","54.18","54.18","0.01K","-2.04%"
"04/18/2017","55.31","55.31","55.31","55.31","471.80K","-0.45%"
"04/17/2017","55.56","55.56","55.56","55.56","227.35K","-0.36%"
"04/13/2017","55.76","56.08","56.08","55.91","0.00K","-0.16%"
"04/12/2017","55.85","55.71","55.75","55.61","0.01K","0.50%"
"04/11/2017","55.57","55.45","55.45","55.45","0.00K","0.58%"
"04/10/2017","55.25","55.25","55.25","55.25","0.00K","1.06%"
"04/07/2017","54.67","54.35","54.35","54.35","0.00K","0.53%"
"04/06/2017","54.38","54.25","54.25","54.25","0.01K","0.46%"
"04/05/2017","54.13","54.81","54.81","54.53","0.01K","-0.22%"
"04/04/2017","54.25","54.25","54.25","54.25","203.12K","0.65%"
"04/03/2017","53.90","53.90","53.90","53.90","149.43K","0.73%"
"03/31/2017","53.51","53.51","53.51","53.51","0.03K","0.77%"
"03/30/2017","53.10","53.10","53.10","53.10","0.01K","1.16%"
"03/29/2017","52.49","52.51","52.51","52.50","0.02K","0.17%"
"03/28/2017","52.40","52.40","52.40","52.40","0.01K","-0.55%"
"03/27/2017","52.69","52.69","52.69","52.69","104.49K","0.50%"
"03/24/2017","52.43","52.43","52.43","52.43","128.44K","0.27%"
"03/23/2017","52.29","52.29","52.29","52.29","0.00K","-0.48%"
"03/22/2017","52.54","52.54","52.54","52.54","0.01K","0.52%"
"03/21/2017","52.27","52.27","52.27","52.27","628.12K","0.00%"
"03/20/2017","52.27","52.27","52.27","52.27","0.00K","-0.23%"
"03/17/2017","52.39","52.39","52.39","52.39","345.78K","-0.11%"
"03/16/2017","52.45","52.45","52.45","52.45","0.00K","-0.42%"
"03/15/2017","52.67","52.67","52.67","52.67","388.67K","0.13%"
"03/14/2017","52.60","52.61","52.61","52.61","0.02K","-0.09%"
"03/13/2017","52.65","52.65","52.65","52.65","254.11K","0.42%"
"03/10/2017","52.43","52.77","52.77","52.77","0.00K","-1.30%"
"03/09/2017","53.12","53.12","53.12","53.12","0.04K","-1.10%"
"03/08/2017","53.71","54.57","54.57","54.57","0.04K","-2.68%"
"03/07/2017","55.19","55.19","55.19","55.19","0.00K","-0.11%"
"03/06/2017","55.25","55.25","55.25","55.25","0.03K","0.13%"
"03/03/2017","55.18","55.18","55.18","55.18","0.00K","0.49%"
"03/02/2017","54.91","54.91","54.91","54.91","0.00K","-0.40%"
"03/01/2017","55.13","55.13","55.13","55.13","0.01K","-0.16%"
"02/28/2017","55.22","54.77","54.77","54.77","0.00K","1.23%"
"02/27/2017","54.55","54.55","54.55","54.55","129.48K","0.87%"
"02/24/2017","54.08","54.08","54.08","54.08","0.02K","-0.41%"
"02/23/2017","54.30","54.30","54.30","54.30","0.01K","0.89%"
"02/22/2017","53.82","53.82","53.82","53.82","127.66K","-0.81%"
"02/21/2017","54.26","54.70","54.70","54.70","0.00K","0.54%"
"02/20/2017","53.97","53.78","54.24","53.73","","0.33%"
"02/19/2017","53.79","53.86","53.96","53.78","","-2.16%"
"02/17/2017","54.98","54.98","54.98","54.98","411.98K","-0.42%"
"02/16/2017","55.21","55.00","55.00","55.00","0.05K","-0.18%"
"02/15/2017","55.31","55.31","55.31","55.31","0.00K","-0.90%"
"02/14/2017","55.81","55.81","55.81","55.81","0.00K","-0.14%"
"02/13/2017","55.89","55.89","55.89","55.89","266.52K","-0.96%"
"02/10/2017","56.43","56.43","56.43","56.43","0.01K","0.18%"
"02/09/2017","56.33","56.47","56.47","56.27","0.01K","0.07%"
"02/08/2017","56.29","56.29","56.29","56.29","340.96K","-0.14%"
"02/07/2017","56.37","56.77","56.77","56.27","0.00K","-1.09%"
"02/06/2017","56.99","56.99","56.99","56.99","0.01K","-0.45%"
"02/03/2017","57.25","57.25","57.25","57.25","0.02K","0.58%"
"02/02/2017","56.92","56.92","56.92","56.92","0.01K","-0.39%"
"02/01/2017","57.14","57.14","57.14","57.14","0.01K","1.28%"
"01/31/2017","56.42","56.42","56.42","56.42","0.00K","0.32%"
"01/30/2017","56.24","56.24","56.24","56.24","0.00K","-0.21%"
"01/27/2017","56.36","56.36","56.36","56.36","0.00K","-1.12%"
"01/26/2017","57.00","57.00","57.00","57.00","141.09K","0.58%"
"01/25/2017","56.67","56.67","56.67","56.67","164.60K","-0.47%"
"01/24/2017","56.94","56.94","56.94","56.94","140.78K","0.41%"
"01/23/2017","56.71","56.71","56.71","56.71","99.46K","-0.65%"
"01/20/2017","57.08","57.08","57.08","57.08","567.23K","1.37%"
"01/19/2017","56.31","56.31","56.31","56.31","577.76K","0.36%"
"01/18/2017","56.11","56.11","56.11","56.11","559.51K","-0.94%"
"01/17/2017","56.64","56.91","56.91","56.75","0.01K","7.84%"
"01/16/2017","52.52","52.46","52.72","52.13","","0.13%"
"01/15/2017","52.45","52.53","52.56","52.39","","-8.01%"
